Name,ST,url,MLST_Profile
DRR057925,29,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.2.2.6.4.4
DRR057926,29,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.2.2.6.4.4
DRR061405,258,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.79
DRR061406,1593,http://bigsdb.web.pasteur.fr/klebsiella/,4.1.11.1.9.4.59
DRR061407,258,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.79
DRR061412,2252,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.1.20.4.1.4
DRR061421,258,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.79
DRR061423,258,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.79
DRR061427,258,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.79
DRR065573,29,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.2.2.6.4.4
DRR065574,1,http://bigsdb.web.pasteur.fr/klebsiella/,4.4.1.1.7.4.10
DRR065575,626,http://bigsdb.web.pasteur.fr/klebsiella/,3.1.1.1.27.5.25
DRR065576,626,http://bigsdb.web.pasteur.fr/klebsiella/,3.1.1.1.27.5.25
DRR065577,478,http://bigsdb.web.pasteur.fr/klebsiella/,14.1.2.1.95.1.1
DRR065578,478,http://bigsdb.web.pasteur.fr/klebsiella/,14.1.2.1.95.1.1
DRR065580,17,http://bigsdb.web.pasteur.fr/klebsiella/,2.1.1.1.4.4.4
DRR065581,147,http://bigsdb.web.pasteur.fr/klebsiella/,3.4.6.1.7.4.38
DRR065582,43,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.1.5.11.1.15
DRR065584,1,http://bigsdb.web.pasteur.fr/klebsiella/,4.4.1.1.7.4.10
DRR065585,1,http://bigsdb.web.pasteur.fr/klebsiella/,4.4.1.1.7.4.10
DRR065586,147,http://bigsdb.web.pasteur.fr/klebsiella/,3.4.6.1.7.4.38
DRR065587,17,http://bigsdb.web.pasteur.fr/klebsiella/,2.1.1.1.4.4.4
DRR065589,278,http://bigsdb.web.pasteur.fr/klebsiella/,4.1.1.1.12.1.4
DRR065590,147,http://bigsdb.web.pasteur.fr/klebsiella/,3.4.6.1.7.4.38
DRR065591,321,http://bigsdb.web.pasteur.fr/klebsiella/,4.16.2.1.28.3.40
DRR065592,2286,http://bigsdb.web.pasteur.fr/klebsiella/,2.1.62.1.10.4.110
DRR065595,569,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.1.1.1.1.48
DRR065596,11,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.4
DRR065600,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065601,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065602,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065603,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065604,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065605,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065606,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065607,1,http://bigsdb.web.pasteur.fr/klebsiella/,4.4.1.1.7.4.10
DRR065608,35,http://bigsdb.web.pasteur.fr/klebsiella/,2.1.2.1.10.1.19
DRR065609,15,http://bigsdb.web.pasteur.fr/klebsiella/,1.1.1.1.1.1.1
DRR065610,11,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.4
DRR065611,101,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.1.5.4.1.6
DRR065613,299,http://bigsdb.web.pasteur.fr/klebsiella/,2.10.1.1.56.24.31
DRR065615,101,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.1.5.4.1.6
DRR065618,423,http://bigsdb.web.pasteur.fr/klebsiella/,2.9.2.65.13.1.16
DRR065619,147,http://bigsdb.web.pasteur.fr/klebsiella/,3.4.6.1.7.4.38
DRR065620,20,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.1.1.4.4.4
DRR065623,101,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.1.5.4.1.6
DRR065625,70,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.17.1.20.10.25
DRR065626,22,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.1.1.1.4.4
DRR065627,383,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.1.3.8.1.18
DRR065628,383,http://bigsdb.web.pasteur.fr/klebsiella/,2.6.1.3.8.1.18
DRR065629,11,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.4
DRR065630,11,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.4
DRR065631,11,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.4
DRR065632,20,http://bigsdb.web.pasteur.fr/klebsiella/,2.3.1.1.4.4.4
DRR065633,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065634,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065638,37,http://bigsdb.web.pasteur.fr/klebsiella/,2.9.2.1.13.1.16
DRR065640,37,http://bigsdb.web.pasteur.fr/klebsiella/,2.9.2.1.13.1.16
DRR065641,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065642,37,http://bigsdb.web.pasteur.fr/klebsiella/,2.9.2.1.13.1.16
DRR065643,37,http://bigsdb.web.pasteur.fr/klebsiella/,2.9.2.1.13.1.16
DRR065644,14,http://bigsdb.web.pasteur.fr/klebsiella/,1.6.1.1.1.1.1
DRR065645,2290,http://bigsdb.web.pasteur.fr/klebsiella/,1.1.1.1.1.104.1
DRR065647,54,http://bigsdb.web.pasteur.fr/klebsiella/,2.1.1.13.16.15.4
DRR065649,11,http://bigsdb.web.pasteur.fr/klebsiella/,3.3.1.1.1.1.4
DRR065650,15,http://bigsdb.web.pasteur.fr/klebsiella/,1.1.1.1.1.1.1
