Name,ST,url,MLST_Profile
DRR074680,6272,https://pubmlst.org/saureus,571.37.19.2.20.26.32
DRR119226,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR119227,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123066,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123067,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123068,6593,https://pubmlst.org/saureus,1.4.606.4.12.1.10
DRR123069,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123070,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123071,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123072,01d3879e0d2feaa566de69f7e254314a878f49a4,https://pubmlst.org/saureus,3.3.1.1.4.37c9e67cc45756d53b1d4dbb689d459cd0606bfe.744
DRR123073,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123074,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123075,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123076,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123077,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123078,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123079,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123080,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123081,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123082,59,https://pubmlst.org/saureus,19.23.15.2.19.20.15
DRR123083,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123084,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123085,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123086,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123087,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123088,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123089,398,https://pubmlst.org/saureus,3.35.19.2.20.26.39
DRR123090,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123091,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123092,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123093,6593,https://pubmlst.org/saureus,1.4.606.4.12.1.10
DRR123094,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123095,a0239c7659ef51dc8980eaa9dd8f6a31c36ba33e,https://pubmlst.org/saureus,1.1.7646eb6d327143aa6225e307e8cab9a07ce030f9.1.1.1.1
DRR123096,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123097,a0239c7659ef51dc8980eaa9dd8f6a31c36ba33e,https://pubmlst.org/saureus,1.1.7646eb6d327143aa6225e307e8cab9a07ce030f9.1.1.1.1
DRR123098,a0239c7659ef51dc8980eaa9dd8f6a31c36ba33e,https://pubmlst.org/saureus,1.1.7646eb6d327143aa6225e307e8cab9a07ce030f9.1.1.1.1
DRR123099,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123100,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123101,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123102,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123103,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123104,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123105,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123106,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123107,ac4aab1801c1bfc0585c780c907a6cd256af44ab,https://pubmlst.org/saureus,1.1.1.1.557.1.1
DRR123108,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123109,3872f93674cbfa2fad2939b3f016d2f5fc6785b6,https://pubmlst.org/saureus,1.26.28.18.3aa4173b708e4d95b9876f06439f21c06d774fce.33.50
DRR123110,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123111,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123112,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123113,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123114,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123115,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123116,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123117,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123118,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123119,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123120,380,https://pubmlst.org/saureus,3.3.61.42.4.4.3
DRR123121,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123122,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123123,01d3879e0d2feaa566de69f7e254314a878f49a4,https://pubmlst.org/saureus,3.3.1.1.4.37c9e67cc45756d53b1d4dbb689d459cd0606bfe.744
DRR123124,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123125,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123126,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123127,1516,https://pubmlst.org/saureus,3.3.1.42.4.4.3
DRR123128,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123129,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123130,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123131,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123132,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123133,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123134,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123135,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123136,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123137,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123138,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123139,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123140,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123141,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123142,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123143,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123144,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123145,89,https://pubmlst.org/saureus,1.26.28.18.18.33.50
DRR123146,9f5efac986433c96d1305dc87a572370a534bf8f,https://pubmlst.org/saureus,1.26.28.550037edbcfc4a418a3eeb11f1be98ef13413202.18.33.50
DRR123147,89,https://pubmlst.org/saureus,1.26.28.18.18.33.50
DRR123148,89,https://pubmlst.org/saureus,1.26.28.18.18.33.50
DRR123149,85b5af8d3cb41be215dffd40c655771bb3d1a568,https://pubmlst.org/saureus,1.190374ee06e61b6c99801ec79072acef7582c5ff.28.18.18.33.50
DRR123150,89,https://pubmlst.org/saureus,1.26.28.18.18.33.50
DRR123151,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123152,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123153,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123154,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123155,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123156,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123157,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123158,5597,https://pubmlst.org/saureus,3.3.1.1.4.4.744
DRR123159,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123160,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123161,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123162,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123163,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123164,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123165,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123166,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123167,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123168,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123169,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123170,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123171,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123172,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123173,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123174,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123175,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123176,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123177,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123178,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123179,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123180,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123181,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123182,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123183,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123184,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123185,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123186,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123187,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123188,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123189,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123190,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123191,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123192,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123193,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123194,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123195,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123196,2764,https://pubmlst.org/saureus,1.1.346.1.1.1.1
DRR123197,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123198,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123199,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123200,8,https://pubmlst.org/saureus,3.3.1.1.4.4.3
DRR123201,5,https://pubmlst.org/saureus,1.4.1.4.12.1.10
DRR123203,01d3879e0d2feaa566de69f7e254314a878f49a4,https://pubmlst.org/saureus,3.3.1.1.4.37c9e67cc45756d53b1d4dbb689d459cd0606bfe.744
DRR123204,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123205,764,https://pubmlst.org/saureus,1.136.1.4.12.1.10
DRR123206,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123207,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123208,20,https://pubmlst.org/saureus,4.9.1.8.1.10.8
DRR123210,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123211,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123212,5597,https://pubmlst.org/saureus,3.3.1.1.4.4.744
DRR123213,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123214,1fcf0c6da79b1b5d978214bf51b235b324fbc470,https://pubmlst.org/saureus,1.136.1.4.12.a80e013bc9633c46385ae266b0c0cdc3aafa9122.10
DRR123215,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
DRR123216,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123217,121,https://pubmlst.org/saureus,6.5.6.2.7.14.5
DRR123218,1,https://pubmlst.org/saureus,1.1.1.1.1.1.1
